run_id,task_id,domain,intent_complexity,context_depth,failure_profile,router_name,success,total_turns,wall_events,silent_failures_injected,silent_failures_recovered,total_cost_usd,total_routing_overhead_ms,total_inference_latency_ms,recorded_at_utc
data_lookup:trivial:shallow:none:seed0:static_semantic:repeat0,data_lookup:trivial:shallow:none:seed0,data_lookup,trivial,shallow,none,static_semantic,False,1,0,0,0,0.0,0.1371100079268217,27965.09221199085,2026-06-24T22:40:56.076884+00:00
data_lookup:trivial:shallow:none:seed0:context_aware:repeat0,data_lookup:trivial:shallow:none:seed0,data_lookup,trivial,shallow,none,context_aware,False,1,0,0,0,0.0,4044.297287997324,2534.0201550134225,2026-06-24T22:41:02.655613+00:00
data_lookup:trivial:shallow:none:seed0:commercial_cloud:repeat0,data_lookup:trivial:shallow:none:seed0,data_lookup,trivial,shallow,none,commercial_cloud,True,4,0,0,0,0.0,0.17695999122224748,87969.39772600308,2026-06-24T22:42:30.626228+00:00
data_lookup:trivial:mid:none:seed0:static_semantic:repeat0,data_lookup:trivial:mid:none:seed0,data_lookup,trivial,mid,none,static_semantic,False,1,0,0,0,0.0,0.23670900554861873,145535.88266699808,2026-06-24T22:44:56.162875+00:00
data_lookup:trivial:mid:none:seed0:context_aware:repeat0,data_lookup:trivial:mid:none:seed0,data_lookup,trivial,mid,none,context_aware,False,1,0,0,0,0.0,778.3882290095789,3924.9357329972554,2026-06-24T22:45:00.866636+00:00
data_lookup:trivial:mid:none:seed0:commercial_cloud:repeat0,data_lookup:trivial:mid:none:seed0,data_lookup,trivial,mid,none,commercial_cloud,True,4,0,0,0,0.0,0.264472997514531,331541.46469001716,2026-06-24T22:50:32.410330+00:00
data_lookup:trivial:near_wall:none:seed0:static_semantic:repeat0,data_lookup:trivial:near_wall:none:seed0,data_lookup,trivial,near_wall,none,static_semantic,False,1,0,0,0,0.0,0.27438599499873817,170288.56943998835,2026-06-24T22:53:22.700002+00:00
data_lookup:trivial:near_wall:none:seed0:context_aware:repeat0,data_lookup:trivial:near_wall:none:seed0,data_lookup,trivial,near_wall,none,context_aware,False,0,0,0,0,0.0,0,0,2026-06-24T22:58:22.800870+00:00
data_lookup:trivial:near_wall:none:seed0:commercial_cloud:repeat0,data_lookup:trivial:near_wall:none:seed0,data_lookup,trivial,near_wall,none,commercial_cloud,False,1,0,0,0,0.0,0.03488500078674406,43026.11639200768,2026-06-24T22:59:05.827995+00:00
data_lookup:trivial:over_wall:none:seed0:static_semantic:repeat0,data_lookup:trivial:over_wall:none:seed0,data_lookup,trivial,over_wall,none,static_semantic,False,1,0,0,0,0.0,0.20879499788861722,165454.3212599965,2026-06-24T23:01:51.283532+00:00
data_lookup:trivial:over_wall:none:seed0:context_aware:repeat0,data_lookup:trivial:over_wall:none:seed0,data_lookup,trivial,over_wall,none,context_aware,False,0,0,0,0,0.0,0,0,2026-06-24T23:06:51.384747+00:00
data_lookup:trivial:over_wall:none:seed0:commercial_cloud:repeat0,data_lookup:trivial:over_wall:none:seed0,data_lookup,trivial,over_wall,none,commercial_cloud,False,0,0,0,0,0.0,0,0,2026-06-24T23:11:51.485225+00:00
data_lookup:moderate:shallow:none:seed0:static_semantic:repeat0,data_lookup:moderate:shallow:none:seed0,data_lookup,moderate,shallow,none,static_semantic,False,4,4,0,0,0.0,0.5202039901632816,113280.05125500204,2026-06-24T23:13:44.767228+00:00
data_lookup:moderate:shallow:none:seed0:context_aware:repeat0,data_lookup:moderate:shallow:none:seed0,data_lookup,moderate,shallow,none,context_aware,False,1,0,0,0,0.0,4102.160345995799,2501.7655929987086,2026-06-24T23:13:51.371625+00:00
data_lookup:moderate:shallow:none:seed0:commercial_cloud:repeat0,data_lookup:moderate:shallow:none:seed0,data_lookup,moderate,shallow,none,commercial_cloud,True,8,0,0,0,0.0,0.29033501050435007,104721.56880100374,2026-06-24T23:15:36.094961+00:00
data_lookup:moderate:mid:none:seed0:static_semantic:repeat0,data_lookup:moderate:mid:none:seed0,data_lookup,moderate,mid,none,static_semantic,False,1,0,0,0,0.0,0.18694400205276906,140933.39929899957,2026-06-24T23:17:57.029063+00:00
data_lookup:moderate:mid:none:seed0:context_aware:repeat0,data_lookup:moderate:mid:none:seed0,data_lookup,moderate,mid,none,context_aware,False,1,0,0,0,0.0,732.4189630016917,4830.5381660029525,2026-06-24T23:18:02.592456+00:00
data_lookup:moderate:mid:none:seed0:commercial_cloud:repeat0,data_lookup:moderate:mid:none:seed0,data_lookup,moderate,mid,none,commercial_cloud,True,4,0,0,0,0.0,0.14745800581295043,316270.4723390052,2026-06-24T23:23:18.864128+00:00
data_lookup:moderate:near_wall:none:seed0:static_semantic:repeat0,data_lookup:moderate:near_wall:none:seed0,data_lookup,moderate,near_wall,none,static_semantic,False,1,0,0,0,0.0,0.21312700118869543,170304.9434590066,2026-06-24T23:26:09.170734+00:00
data_lookup:moderate:near_wall:none:seed0:context_aware:repeat0,data_lookup:moderate:near_wall:none:seed0,data_lookup,moderate,near_wall,none,context_aware,False,0,0,0,0,0.0,0,0,2026-06-24T23:31:09.240362+00:00
data_lookup:moderate:near_wall:none:seed0:commercial_cloud:repeat0,data_lookup:moderate:near_wall:none:seed0,data_lookup,moderate,near_wall,none,commercial_cloud,False,1,0,0,0,0.0,0.042813000618480146,39339.31212199968,2026-06-24T23:31:48.580655+00:00
data_lookup:moderate:over_wall:none:seed0:static_semantic:repeat0,data_lookup:moderate:over_wall:none:seed0,data_lookup,moderate,over_wall,none,static_semantic,False,1,0,0,0,0.0,0.21762899996247143,173636.02951499342,2026-06-24T23:34:42.218479+00:00
data_lookup:moderate:over_wall:none:seed0:context_aware:repeat0,data_lookup:moderate:over_wall:none:seed0,data_lookup,moderate,over_wall,none,context_aware,False,0,0,0,0,0.0,0,0,2026-06-24T23:39:42.267595+00:00
data_lookup:moderate:over_wall:none:seed0:commercial_cloud:repeat0,data_lookup:moderate:over_wall:none:seed0,data_lookup,moderate,over_wall,none,commercial_cloud,False,1,0,0,0,0.0,0.12619899644050747,42202.50597500126,2026-06-24T23:40:24.472705+00:00
